불만사항은 어디에 말해,246,0,similarity,"[('만다린항공 셀프체크인은 어디서 해?', 0.5161290322580645), ('로밍 어디서 해', 0.5), ('신고시에 궁금한사항은 어디에 물어봐?', 0.5), ('타이항공은 티투 어디서 수속해?', 0.4827586206896552), ('말레이시아항공은 어디서 수속해?', 0.4827586206896552)]",False
불편한 점 있는데 어디에 말해,0,0,similarity,"[('공항에 이상한 물체가 있는데 어디에 연락해야되?', 0.5714285714285714), ('분실물 문의는 어디에 해?', 0.5333333333333333), ('편의점 어딨는지 말해', 0.5185185185185185), ('세관신고 문의는 어디에 해?', 0.5161290322580645), ('예술품 전시는 어디에서 해요', 0.5161290322580645)]",True
공항에 문제있으면 어디로 연락해?,159,0,similarity,"[('공항 지하철에서 분실물 습득하면 어디로 연락해?', 0.6363636363636364), ('공항에서 아프면 어디로 가', 0.625), ('공항에 이상한 물체가 있는데 어디에 연락해야되?', 0.5909090909090909), ('환승에 대해 문의할 게 있으면 어디로 가?', 0.5853658536585366), ('공항에서 KTX 타려면 어디로 가요?', 0.5789473684210527)]",False
불만사항 접수는 어디다가 해,178,0,similarity,"[('큰 수화물 어디가서 위탁해?', 0.5333333333333333), ('유니항공 문의는 어디서 처리해?', 0.5), ('공항에서 대리 주차는 어디서 해?', 0.48484848484848486), ('분실물 문의는 어디에 해?', 0.4827586206896552), ('환영객 대기는 어디서 해?', 0.4827586206896552)]",False
불만있는데 어디에 얘기해,28,0,similarity,"[('분실물 문의는 어디에 해?', 0.5185185185185185), ('세관신고는 어디에 문의해?', 0.5185185185185185), ('수하물 분실했는데 어디에 문의해요?', 0.5), ('짐 잃어버렷는데요 어디에 신고해요?', 0.5), ('세관신고 문의는 어디에 해?', 0.5)]",False
공항 대표번호알려줘,258,0,similarity,"[('델타항공 번호좀 알려줘', 0.6363636363636364), ('한국 공항 알려줘', 0.631578947368421), ('구찌 번호 알려줘', 0.631578947368421), ('대만 공항명 알려줘', 0.6), ('취항사 알려줘', 0.5882352941176471)]",False
수도관이 이상한거같은데 어디로문의해?,75,0,similarity,"[('콜벤 부르고싶은데 어디로 문의해야해?', 0.55), ('수화물이 안 보이는데 어디다 문의해야할까요?', 0.5454545454545454), ('수하물 분실했는데 어디에 문의해요?', 0.5128205128205128), ('수상한사람 보이면 어디로 전화해?', 0.47368421052631576), ('세관신고는 어디에 문의해?', 0.47058823529411764)]",False
어떤거 타고 가야 되? 공항 갈때,23,1,similarity,"[('어디 먼저 가야되? 도심공항에서', 0.5714285714285714), ('어떤 수단이 있나요 인천공항 갈때', 0.5555555555555556), ('어떤거 있으면되? 동물 동반할때', 0.5142857142857142), ('어떤 절차가 필요해 도시공항에서 수속할때', 0.5), ('아기도 데리고 가도 되지? 공항도시터미널', 0.5)]",False
어떻게 가야할까? 공항가고싶으면,292,1,similarity,"[('수화물 내 상비약 어떻게 챙겨가야할까?', 0.47368421052631576), ('의약품 가져올 때 어떻게 가져와야할까?', 0.47368421052631576), ('어디 먼저 가야되? 도심공항에서', 0.47058823529411764), ('어떻게 환불해요? 면세품', 0.4666666666666667), ('환승할 때 식수는 어떻게 챙겨가야 할까?', 0.46153846153846156)]",False
공항까지 차타고 가면되?,1,1,similarity,"[('공항에 뭐타고 가면 돼?', 0.6923076923076923), ('인천공항 네비찍고 가면돼?', 0.5925925925925926), ('인천공항까지 뭐타고 가? 삼성역도심공항', 0.5882352941176471), ('도심 터미널 인천공항까지 뭐 타고 가야돼?', 0.5555555555555556), ('인천공항에는 자차로 가야되나요?', 0.5333333333333333)]",True
가는길 어케되니 인천공항,1,1,similarity,"[('교통경로가 어떻게되?인천공항까지', 0.5333333333333333), ('자가용으로 인천공항가려고', 0.46153846153846156), ('이륙하는 항공사 뭐있어 인천공항에 티투에', 0.45714285714285713), ('무슨취항사가 있는지 알려주세요 인천공항에', 0.45714285714285713), ('뭐라고 불러야되? 인도 공항', 0.42857142857142855)]",True
인천공항으로 가려면 무슨방법이이있나요,1,1,similarity,"[('인천공항으로 가려면?', 0.6451612903225806), ('인천 국제 공항으로 가는 법?', 0.5555555555555556), ('인천공항으로 어떻게 가면 돼?', 0.5555555555555556), ('인천공항 가는 법', 0.5517241379310345), ('공항으로 가려면 어떻게 가?', 0.5142857142857142)]",True
어떤 대중교통 있어? 인천공항까지 갈,1,1,similarity,"[('어떤 수단이 있나요 인천공항 갈때', 0.631578947368421), ('교통경로가 어떻게되?인천공항까지', 0.5945945945945946), ('공항에 어떤 대중교통이 있나요?', 0.5405405405405406), ('광명역에서 어떤 수단으로 이동해? 인천공항까지', 0.5333333333333333), ('공항에서 어떤 대중교통 이용할 수 있어?', 0.5238095238095238)]",True
인천까지 갈때 뭐타고 가?,33,1,similarity,"[('도시 터미널에서 인천까지 뭐타고 가?', 0.6470588235294118), ('인천공항에서 집에갈때 뭐타구가?', 0.6451612903225806), ('인천공항 갈때 뭐로가야되?', 0.6428571428571429), ('인천공항까지 뭐타고 가? 삼성역도심공항', 0.6285714285714286), ('도심 터미널 인천공항까지 뭐 타고 가야돼?', 0.5945945945945946)]",False
뭐타고 가면 되는건지 알려줘 공항까지,209,1,similarity,"[('가지고 가면 안되는 물건 알려줘', 0.6486486486486487), ('가지고 나가면 안되는 물품 알려줘', 0.5789473684210527), ('뭐 할 지 알려줘', 0.5517241379310345), ('뭐가 통관안되는 건지 알려줄래요', 0.5405405405405406), ('챗봇 어케 쓰는건지 알려줘', 0.5294117647058824)]",False
인천공항처음가보는데 무슨 교통편이용해야되나요,1,1,similarity,"[('인천공항에는 자차로 가야되나요?', 0.5365853658536586), ('인천공항 가는 경로 질문이요', 0.5128205128205128), ('인천공항용 대중교통 이용수단', 0.46153846153846156), ('공항 열차는 일반 교통카드로 되나요?', 0.45454545454545453), ('인천공항에 점자책 구비되있나요', 0.45)]",True
인천공항 어떻게 가는걸 추천하니?,1,1,similarity,"[('인천공항 어떻게 가요?', 0.7333333333333333), ('인천공항 어떻게 가', 0.7142857142857143), ('인천공항으로 어떻게 가면 돼?', 0.7058823529411765), ('인천공항 자동차로 어떻게 가니', 0.6470588235294118), ('인천공항 어케 가?', 0.6428571428571429)]",True
경로 어떻게 되는지 보여줘 인천공할갈때,1,1,similarity,"[('어떤 수단이있는지 보여줘 인천공항갈때', 0.6829268292682927), ('탑승동으로 어떻게 환승하는지 보여줘', 0.6), ('보안검색 어떻게 하는지 보여줘', 0.5945945945945946), ('출국 체크인은 어떻게 하는지 보여줘', 0.55), ('자기부상 열차 노선 경로가 어떻게 되는지 알려줘? ', 0.5306122448979592)]",True
어떤식으로 갈수있게 되있나요 인천공항까지,1,1,similarity,"[('어떤 수단이 있나요 인천공항 갈때', 0.65), ('어떤 수단이있는지 보여줘 인천공항갈때', 0.5238095238095238), ('교통경로가 어떻게되?인천공항까지', 0.5128205128205128), ('광명역에서 어떤 수단으로 이동해? 인천공항까지', 0.5106382978723404), ('어떻게 갈 수 있어요?공항은', 0.4864864864864865)]",True
인천공항 가는길 안내도와줘요,1,1,similarity,"[('인천공항 오는길 안내부탁해줘요', 0.7741935483870968), ('인천공항 가는법 알려줘요', 0.7142857142857143), ('인천공항 찾아가는 길 약도', 0.6896551724137931), ('인천공항 가는 법', 0.6666666666666666), ('인천공항 가는 길', 0.6666666666666666)]",True
국제공항까지 갈수있는 길 알려줘요,1,1,similarity,"[('공항 가는 길 알려줘', 0.6896551724137931), ('공항 도착하는 길 알려줘요', 0.6875), ('공항으로 갈 수 있는 법 알려줘', 0.6857142857142857), ('제이준 갈수있는 루트 알려줘', 0.6666666666666666), ('인천공항까지 가는 가장 빠른길 알려줘', 0.631578947368421)]",True
뭐타고 가면 공항에 도착해?,1,1,similarity,"[('공항에 뭐타고 가면 돼?', 0.5714285714285714), ('꽃도 검역을 공항 도착 후에도 해?', 0.5294117647058824), ('대중교통 타고 어떻게 공항 도착하려나', 0.5142857142857142), ('공항 도착하려면?', 0.5), ('면세점 가면 어떻게 해요?', 0.4827586206896552)]",True
국제공항 가기 쉬운 교통정보 ,76,1,similarity,"[('공항 취항사 운항 정보 보여줘', 0.5625), ('공항 기차 운임비 궁금각임 ', 0.5161290322580645), ('공항에서 이용 가능한 대중 교통 안내해줘', 0.47368421052631576), ('공항 내 있는 교통약자 서비스는?', 0.47058823529411764), ('국제공항 어케 가면 좋아요?', 0.45161290322580644)]",False
공항가는길 검색해줘,1,1,similarity,"[('공항 가는 길 알려줘', 0.6666666666666666), ('공항 가는 길', 0.5882352941176471), ('공항 가는 방법', 0.5555555555555556), ('공항 가는 방법 알려줘', 0.5454545454545454), ('인천공항 오는길 안내부탁해줘요', 0.5384615384615384)]",True
인천공항 티투로가려면 어느 도로타야되?,1,1,similarity,"[('인천공항 갈때 뭐로가야되?', 0.5714285714285714), ('인천공항으로 가려면?', 0.5625), ('공항으로 가려면 어떻게 가?', 0.5555555555555556), ('면세지역인천공항 전망대로 갈려면 어디로 가야해?', 0.5531914893617021), ('인천공항에는 자차로 가야되나요?', 0.5263157894736842)]",True
인천공항은 어느방향으로 가면 되는거야?,76,1,similarity,"[('인천공항에 어떤 취항사가 있는거야?', 0.65), ('인천공항으로 가려면?', 0.625), ('인천공항 주차장 감면은 어떻게 되는거야?', 0.6046511627906976), ('인천공항으로 어떻게 가면 돼?', 0.5945945945945946), ('인천공항?도착해서 어느쪽으로 가아해?', 0.5853658536585366)]",False
자동차로 공항어떻게 가면되니,1,1,similarity,"[('인천공항 자동차로 어떻게 가니', 0.7096774193548387), ('장기주차장으로 어떻게 가니?', 0.6), ('주차장으로 어떻게 가는거니?', 0.6), ('공항 어떻게 가냐', 0.5833333333333334), ('출국장으로 어떻게 가면 되는 겁니까?', 0.5714285714285714)]",True
인천공항 가는거 처음이라 어떻게 가야하는지 모르겠어,75,1,similarity,"[('공항 심야버스 어떻게 이용하는지 모르겠어', 0.64), ('여권이 훼손됐는데 어떻게 해야할지 모르겠어', 0.5490196078431373), ('와이파이 빌렸는데 어디로 가야되는지 모르겠어', 0.5384615384615384), ('수화물 어떻게 찾는지 모르겠어요', 0.5333333333333333), ('인천공항 어떻게 가', 0.5263157894736842)]",False
온라인 청약 시 서류첨부와 관련된 정보를 찾아줘,2,2,similarity,"[('온라인 청약 시 서류첨부 관련 사항', 0.7555555555555555), ('온라인 청약 시 서류 첨부 규정', 0.6976744186046512), ('온라인 서류 첨부 관련 정보', 0.6829268292682927), ('온라인 청약 서류 첨부 관련 지침', 0.6818181818181818), ('온라인 청약 서류 첨부 관련 조항', 0.6818181818181818)]",True
온라인 청약 시 어떤 기준대로 서류를 첨부하지?,2,2,similarity,"[('온라인 청약 시 어떤 식으로 서류를 첨부해?', 0.84), ('온라인 청약 시에 어떤 방식으로 서류 첨부를 하지?', 0.8148148148148148), ('온라인 청약 시 어떻게 서류첨부를 하지?', 0.75), ('온라인 청약 시 서류를 첨부하려면 어떻게 해?', 0.6666666666666666), ('온라인 청약 시 서류 첨부 방식', 0.6511627906976745)]",True
온라인 청약 시 서류 첨부는 어떤 기준을 따라?,2,2,similarity,"[('온라인 청약 서류 첨부는 어떤 식으로 해야 돼?', 0.7307692307692307), ('온라인 청약 시 서류 첨부 시 고려할 점', 0.7083333333333334), ('온라인 청약 시 서류를 첨부하려면 어떻게 해?', 0.7058823529411765), ('온라인 청약 서류 첨부를 어떤 식으로 해야돼?', 0.7058823529411765), ('온라인 청약 시 서류 첨부 방식', 0.6976744186046512)]",True
온라인 청약할 때의 서류 첨부는 무슨 규정을 따르나요?,2,2,similarity,"[('온라인 청약 시 서류 첨부 규정', 0.6808510638297872), ('온라인 청약할 때 서류를 첨부하는 방법에는 뭐가 있어?', 0.6666666666666666), ('온라인 청약을 할 때 서류를 첨부하는 방법을 검색해줘', 0.6440677966101694), ('온라인 청약을 할 때 서류 첨부 방법', 0.64), ('온라인 청약 시 서류 첨부 규칙', 0.6382978723404256)]",True
온라인 청약 시 서류 첨부 권장 사항,2,2,similarity,"[('온라인 청약 시 서류첨부 관련 사항', 0.8717948717948718), ('온라인 청약 시 서류 첨부 방식', 0.8108108108108109), ('온라인 청약 시 서류 첨부 규정', 0.8108108108108109), ('온라인 청약 시 서류 첨부 규칙', 0.8108108108108109), ('온라인 청약 서류 첨부 관련 조항', 0.7894736842105263)]",True
온라인 청약할 때 서류를 첨부는 어떤 방식이 권장돼?,2,2,similarity,"[('온라인 청약 서류 첨부는 어떤 식으로 해야 돼?', 0.7636363636363637), ('온라인 청약 서류 첨부를 어떤 식으로 해야돼?', 0.7407407407407407), ('온라인 청약할 때 서류를 첨부하는 방법에는 뭐가 있어?', 0.711864406779661), ('온라인 청약 시 서류 첨부 방식', 0.6956521739130435), ('온라인 청약을 할 때 서류 첨부 방법', 0.6938775510204082)]",True
채움공제 가입 신청하려는데 절차 좀 알려줘,3,3,similarity,"[('청년내일채움공제 가입신청하려는데 절차가 어떻게 돼?', 0.7058823529411765), ('내일채움공제 가입하려는데 절차는?', 0.6829268292682927), ('청년내일채움공제 가입절차 알려줘', 0.65), ('내일채움공제 가입시 진행되는 절차', 0.5853658536585366), ('청년내일 채움공제 가입 신청절차는?', 0.5714285714285714)]",True
공제 가입절차,3,3,similarity,"[('내채공 가입절차', 0.8), ('내일채움공제 가입절차', 0.7777777777777778), ('청년내일채움공제 가입절차', 0.7), ('청년내일채움공제 가입시 절차', 0.6363636363636364), ('청년공제 가입자격', 0.625)]",True
청년내일채움공제 가입 처리 절차,3,3,similarity,"[('청년내일채움공제 가입 진행 절차', 0.8823529411764706), ('청년내일채움공제 가입시 절차', 0.875), ('청년내일채움공제 가입절차', 0.8666666666666667), ('청년내일채움공제 가입할 때 거치는 절차', 0.7894736842105263), ('청년내일채움공제 가입절차 안내', 0.7878787878787878)]",True
청년내일채움공제 가입 절차 찾아줘,3,3,similarity,"[('청년내일채움공제 가입절차 알려줘', 0.8571428571428571), ('청년내일채움공제 가입시 절차', 0.8484848484848485), ('청년내일채움공제 가입절차', 0.8387096774193549), ('청년내일채움공제 가입절차 안내', 0.8235294117647058), ('청년내일채움공제 가입 진행 절차', 0.8)]",True
내일채움공제 가입 단계가 어떻게 돼?,3,3,similarity,"[('내일채움공제 가입과정이 어떻게 돼?', 0.8205128205128205), ('청년내일채움공제 가입신청하려는데 절차가 어떻게 돼?', 0.75), ('청년내일채움공제 가입절차가 어떻게 되나요?', 0.7441860465116279), ('청년내일채움공제는 가입절차가 어떻게 이뤄져있나요?', 0.6808510638297872), ('내일채움공제 전환 대상자는 어떻게 정해?', 0.6666666666666666)]",True
채움공제 가입 단계 설명해줘,269,3,similarity,"[('내일채움공제 가입 조건 궁금해요', 0.625), ('내일채움공제 가입 자격이 궁금해요', 0.6060606060606061), ('청년내일채움공제 가입절차 알려줘', 0.5625), ('내일채움공제 가입절차가 궁금해요', 0.5625), ('청년내일채움공제 가입 진행 절차', 0.5625)]",False
내일채움공제 가입 과정은?,3,3,similarity,"[('내일채움공제 가입과정', 0.88), ('내일채움공제 가입 대상은?', 0.8571428571428571), ('내일채움공제 가입의 대상은?', 0.8275862068965517), ('청년내일채움공제 가입과정', 0.8148148148148148), ('청년내일채움공제 가입대상 조건은?', 0.75)]",True
왜 가입승인이 늦어지나요?,4,4,similarity,"[('가입승인이 왜 지연되나요?', 0.7142857142857143), ('왜 아직 승인이 안되나요?', 0.6428571428571429), ('승인이 왜 지체되나요?', 0.6153846153846154), ('가입승인 지연', 0.5714285714285714), ('가입승인 지체', 0.5714285714285714)]",True
본부연결이 늦어지는 이유가 뭔가요?,4,4,similarity,"[('본부연결이 지연되는데 어떻게 해?', 0.5945945945945946), ('반입이 금지된 상품이 뭔가요?', 0.5714285714285714), ('부가세 환급이 뭔가요?', 0.5161290322580645), ('칭다오에 있는 공항이 뭔가요?', 0.5142857142857142), ('지역 본부 연결이 지연되는 상태', 0.5)]",True
승인이 늦어지는데 왜 이런건가요?,4,4,similarity,"[('승인이 왜 지체되나요?', 0.5333333333333333), ('유인 입국심사는 어떤 건가요?', 0.5294117647058824), ('체크인은 어떻게 하는 건가요?', 0.5294117647058824), ('승인이 지연 되고 있어요', 0.5161290322580645), ('환승 체크인 어디서 하는건가요?', 0.5142857142857142)]",True
왜 지역본부 연결이 지연되는지 알고 싶어,4,4,similarity,"[('지역 본부 연결이 지연되는 상태', 0.717948717948718), ('지역본부 연결 지연 시 어떻게 해?', 0.6341463414634146), ('지역본부 연결 지연', 0.625), ('본부연결이 지연되고 있는데', 0.6111111111111112), ('본부연결이 지연되는데 어떻게 해?', 0.6)]",True
가입승인 지연되는 문제,4,4,similarity,"[('가입승인 지연', 0.7368421052631579), ('승인이 지연되는 경우', 0.6956521739130435), ('가입승인 지체', 0.631578947368421), ('가입승인이 왜 지연되나요?', 0.6153846153846154), ('승인 지연', 0.5882352941176471)]",True
왜 본부연결이 연기되고 있는거죠? ,4,4,similarity,"[('본부연결이 지연되고 있는데', 0.7272727272727273), ('지역 본부 연결이 지연되는 상태', 0.6111111111111112), ('본부연결이 지연되는데 어떻게 해?', 0.5405405405405406), ('지역본부 연결이 왜 지체되는거야?', 0.5405405405405406), ('가입 승인이 연기되고 있는 이유가 뭐야?', 0.5365853658536586)]",True
청약승인되려면 시간이 얼마나 드나요?,5,5,similarity,"[('청약 승인되려면 얼마나 기다려야 하나요?', 0.7142857142857143), ('청약승인되려면 얼마나 기다려야 돼?', 0.6666666666666666), ('청약승인까지 얼마나 걸려?', 0.5882352941176471), ('유인입국 심사는 시간이 얼마나 걸려?', 0.55), ('청약신청 후 승인 처리까지 얼마나 걸릴까요?', 0.5454545454545454)]",True
청약 승인은 어느 정도의 기간이 소요되나요 ,5,5,similarity,"[('청약승인은 언제 처리되나요?', 0.5128205128205128), ('공제부금 적립금은 어느 정도로 쌓을 수 있나요?', 0.48), ('청약 승인되려면 얼마나 기다려야 하나요?', 0.4782608695652174), ('청약승인까지 소요되는 시간', 0.47368421052631576), ('청약 신청하고 몇 일 후 승인되나요?', 0.45454545454545453)]",True
청약신청했는데 승인 얼마나 걸릴까요?,5,5,similarity,"[('청약신청 후 승인 처리까지 얼마나 걸릴까요?', 0.7727272727272727), ('청약신청했는데 청약승인 언제 될까요?', 0.75), ('청약 신청 후 승인까지 얼마나 걸려?', 0.7), ('청약승인까지 얼마나 걸려?', 0.6470588235294118), ('청약 승인되려면 얼마나 기다려야 하나요?', 0.5714285714285714)]",True
접수대기상태인데 승인되려면 몇 일이 걸리나요?,5,5,similarity,"[('접수대기 상태에서 승인으로 바뀌려면 얼마나 걸릴까요?', 0.5925925925925926), ('접수대기 상태인데 청약 언제 승인 되지?', 0.5531914893617021), ('접수대기상태면 접수가 되긴 된건가요?', 0.5333333333333333), ('청약신청(접수대기 상태)하였는데 청약승인은 언제 진행되나요?', 0.5172413793103449), ('청약 승인되려면 얼마나 기다려야 하나요?', 0.5106382978723404)]",True
청약 신청 후 승인까지 소요시간,5,5,similarity,"[('청약승인까지 소요시간', 0.7857142857142857), ('청약승인까지 소요되는 시간', 0.7096774193548387), ('청약 신청 후 승인까지 얼마나 걸려?', 0.7027027027027027), ('청약승인 소요시간', 0.6923076923076923), ('청약신청 후 승인 처리까지 얼마나 걸릴까요?', 0.6341463414634146)]",True
몇 일 걸려야 승인이 완료되나요?,4,5,similarity,"[('왜 아직 승인이 안되나요?', 0.625), ('청약 신청하고 몇 일 후 승인되나요?', 0.5789473684210527), ('승인이 왜 지체되나요?', 0.5333333333333333), ('청약 신청하면 언제 승인되나요?', 0.5142857142857142), ('가입승인이 왜 지연되나요?', 0.5)]",False
수화물이 찌그러졌는데,6,6,similarity,"[('수화물이 안보이는데?', 0.6363636363636364), ('수화물이 없어졌어', 0.6), ('수화물이 없어졌다면?', 0.5454545454545454), ('수화물이 없어졌는데 어떡하면 좋을까요?', 0.5), ('화물이 없어졌어요', 0.5)]",True
캐리어가?망가졌는데 어쩌죠,6,6,similarity,"[('캐리어?바퀴가?빠졌는데 보상해주나요', 0.5454545454545454), ('내캐리어를 누가가져갔나봐 어떡하죠', 0.5), ('캐리어 찾아가는 법', 0.5), ('캐리어 어떻게 찾죠', 0.5), ('캐리어 가져오는 법', 0.5)]",True
수하물?훼손?됐으면?어디로 가야해?,6,6,similarity,"[('수화물이?훼손된 거 같으면?어디로 가면 될까?', 0.6363636363636364), ('수화물?망가지면?어디로 가서?문의해?', 0.6153846153846154), ('쉑쉑 가려면 어디로 가야해?', 0.5294117647058824), ('환승투어 예약하려면 어디로 가야해?', 0.5263157894736842), ('무인?체크인하려면?어디로 가야 돼?', 0.5263157894736842)]",True
맡겼던화물이?부서져있으면 수리해줘?,6,6,similarity,"[('수화물?망가졌으면 보상해줘?', 0.5294117647058824), ('수화물을 잃어버렸으면 어떡해?', 0.4), ('수화물이?부서진 것 같은데?어떻게?해야?하나요?', 0.4), ('수화물?중에?부서진?물건?있는데 어떡하면 좋을까?', 0.391304347826087), ('수화물 어디서 되찾으면 되나요?', 0.3888888888888889)]",True
수하물손상이 심한데?어떡해?,6,6,similarity,"[('수하물 잃어버렸는데 어떡해?', 0.6), ('수화물이?고장났는데?어떡해?', 0.6), ('수하물?파손된거 어떻게?해요?', 0.5161290322580645), ('짐이?부서졌는데?어떡해?', 0.5), ('수하물이?찢어졌어요', 0.48)]",True
항공수화물이?훼손된경우 뭘 해주나요,6,6,similarity,"[('수화물이 분실됐을 경우 어디에 요청해요?', 0.4878048780487805), ('수화물이 분실된 것 같아요', 0.48484848484848486), ('항공기?수화물?파손?및 보상', 0.47058823529411764), ('수하물?파손된거 어떻게?해요?', 0.45714285714285713), ('수화물 찾는 순서 안내해주세요', 0.45714285714285713)]",True
파손된?짐은?누가?책임져야해?,235,6,similarity,"[('파손된 여권은 어디로 가져 가야 해', 0.45714285714285713), ('내?짐이?망가졌는데?어떻게?해야돼?', 0.4), ('분실한?짐은?T2?어디서?수취해와?', 0.4), ('생선?가져올때도?신고해야해?', 0.3870967741935484), ('파손된 제?물품?발견하면?어디다?문의해야하나요?', 0.38095238095238093)]",False
망가진수하물은?어떻게?보상받아?,172,6,similarity,"[('수하물은 어떻게 찾아옴?', 0.6), ('수하물 어떻게 찾아감?', 0.5517241379310345), ('수하물?파손된거 어떻게?해요?', 0.5454545454545454), ('수하물은 어떻게 맡기죠?', 0.5333333333333333), ('수하물은 어떻게 찾나요?', 0.5333333333333333)]",False
해결해주는?곳?부서진짐,183,6,similarity,"[('대여해주는 곳있어? 공짜 팻말', 0.35714285714285715), ('빌려주는곳 있어?유모차', 0.3333333333333333), ('주차하는데 아직?한산해?', 0.32), ('대신주차해주는거 무료야?', 0.32), ('탑승수속?밟는?곳?알려줘', 0.32)]",False
수화물이 중간에?훼손된거 같은데,6,6,similarity,"[('수화물이?망가진 거 같은데?', 0.625), ('수화물이?훼손된 거 같으면?어디로 가면 될까?', 0.5238095238095238), ('수화물이 분실된 것 같아요', 0.5161290322580645), ('제?물품이 오는 중간에?망가진 거 같아요', 0.5128205128205128), ('제?짐이?파손된 거 같은데 어떡하나요?', 0.47368421052631576)]",True
가방손잡이가 끊어져있는데 보상해줘,251,6,similarity,"[('가입인원수가 정해져있는지 알려줘', 0.45714285714285713), ('여권이 없어졌는데 어떡해', 0.45161290322580644), ('위블로 어디있는지 말해줘', 0.45161290322580644), ('손님맞이 하는 위치 보여줘', 0.4375), ('이종경작가의 작품 어디 있는지 알려줘', 0.42105263157894735)]",False
보상신고하는법?수화물파손시,6,6,similarity,"[('수화물?파손시 해결방안', 0.46153846153846156), ('항공기?수화물?파손?및 보상', 0.41379310344827586), ('면세품 신고하는 방법 있어?', 0.41379310344827586), ('휴대품세관신고서 기입하는 방법은?', 0.375), ('보상규정알려줘 화물분실시', 0.37037037037037035)]",True
수화물이?파손됐는데?,6,6,similarity,"[('수화물이 안보이는데?', 0.6363636363636364), ('수화물이?고장났는데?어떡해?', 0.6153846153846154), ('수화물이?망가진 거 같은데?', 0.5384615384615384), ('항공기?수화물?파손?및 보상', 0.5384615384615384), ('수화물?파손시 해결방안', 0.5217391304347826)]",True
수화물?망가진채 나오면 어쩌지,6,6,similarity,"[('수화물 안나오면 어쩌지?', 0.7586206896551724), ('수화물이?망가진 거 같은데?', 0.5806451612903226), ('수화물?망가졌으면 보상해줘?', 0.5161290322580645), ('위탁했던?수화물이?망가지면 어떡하면 좋죠?', 0.46153846153846156), ('수화물 받아가는 곳 어디야?', 0.45161290322580644)]",True
