id,sentence
"f9f606de8bb14d8a9aabc53a","교과월정액 데이터를 다 쓰면 어떻게 되나요?"
"f9f606de8bb14d8a9aabc53a","교과월정액 전용 데이터 차감 순서는?"
"f9f606de8bb14d8a9aabc53a","교과월정액 전용 데이터를 다 쓰면 어떻게 되나요?"
"f9f606de8bb14d8a9aabc53a","청소년스페셜 요금제에 포함된 전용데이터 3GB로만 교과월정액 이용이 가능한가요?"
"9220704483334d7b9ea0b724","교과월정액 서비스가 뭔가요?"
"9220704483334d7b9ea0b724","교과월정액 서비스란?"
"9220704483334d7b9ea0b724","교과월정액 서비스에 대해 알려주세요"
"9220704483334d7b9ea0b724","교과월정액 이용방법을 알려주세요."
"9220704483334d7b9ea0b724","청소년 요금제 중 데이터를 제한없이 이용할 수 있는 요금제가 있나요?"
"9220704483334d7b9ea0b724","청소년스페셜 요금제에 포함된 교과월정액은 어떤 서비스인가요?"
"131073c5e9fb4115bd765f0b","납부계좌 은행 바꿔주세요"
"131073c5e9fb4115bd765f0b","납부계좌를 다른 사람 명의의 계좌로 변경할 수 있나요?"
"131073c5e9fb4115bd765f0b","납부계좌를 다른 사람것으로 바꿀수 있나요?"
"131073c5e9fb4115bd765f0b","납부계좌를 다른 사람것으로 변경할 수 있나요?"
"131073c5e9fb4115bd765f0b","납부계좌를 바꿔줘"
"131073c5e9fb4115bd765f0b","납부계좌의 은행 변경할수 있어요?"
"131073c5e9fb4115bd765f0b","납부은행 바꿔주세요"
"131073c5e9fb4115bd765f0b","납부카드를 가족명의로 바꿀수 있나요?"
"131073c5e9fb4115bd765f0b","납부카드를 다른 가족것으로 바꿀수 있나요?"
"131073c5e9fb4115bd765f0b","납부카드를 다른 가족것으로 변경할 수 있나요?"
"131073c5e9fb4115bd765f0b","납부카드를 바꿔줘"
"131073c5e9fb4115bd765f0b","납부통장을 다른 가족걸로 바꾸고 싶어요"
"131073c5e9fb4115bd765f0b","납부통장을 다른 사람것으로 바꿔줘요"
"131073c5e9fb4115bd765f0b","납부통장을 다른 사람것으로 변경하고 싶어요"
"131073c5e9fb4115bd765f0b","납부통장을 바꿔주세요"
"131073c5e9fb4115bd765f0b","납부통장을 바꿔줘"
"131073c5e9fb4115bd765f0b","내 납부통장을 다른 카드로 바꿔주세요"
"e373d6ee4a6b41e2a8191cca","데이터 주고 받기 한도는요?"
"e373d6ee4a6b41e2a8191cca","데이터 주고 받기에서 횟수 제한이 있나요?"
"e373d6ee4a6b41e2a8191cca","데이터 주고받기 기준이 뭔가요?"
"e373d6ee4a6b41e2a8191cca","데이터를 마음껏 주고 받을 수 있는 건가요?"
"e373d6ee4a6b41e2a8191cca","한달에 얼만큼 데이터 주고 받기를 할 수 있나요?"
"e373d6ee4a6b41e2a8191cca","데이터 주고받기 어떻게 쓰죠?"
"e373d6ee4a6b41e2a8191cca","데이터 주고받기 이용 방법을 알려주세요."
"e373d6ee4a6b41e2a8191cca","데이터 주고받기 이용방법을 알려주세요."
"e373d6ee4a6b41e2a8191cca","데이터 주기 이용 방법을 알려주세요."
"07727124f16846de856acebe","데이터 주고받기가 무엇인가요?"
"07727124f16846de856acebe","데이터 주고받기가 어떤거죠?"
"07727124f16846de856acebe","데이터 주고받기란?"
"07727124f16846de856acebe","데이터 주고받기에 대해 알려주세요"
"07727124f16846de856acebe","데이터 주기와 받기가 뭔가요?"
"07727124f16846de856acebe","데이터 주고받기 서비스에서 대상자 제한이 이나요?"
"07727124f16846de856acebe","데이터 주고받기 이용이 가능한 대상자가 있나요?"
"07727124f16846de856acebe","데이터 주고받기는 누구랑 할 수 있어요?"
"07727124f16846de856acebe","이용이 가능한 대상자가 있나요?"
"9eb24657d96246019872afa9","링 소진에 대해 알려주세요"
"9eb24657d96246019872afa9","링 소진이 궁금해요"
"9eb24657d96246019872afa9","링 소진이 되었는지 어떻게 알 수 있어요?"
"9eb24657d96246019872afa9","링 소진이 조건이 어떻게 되죠?"
"9eb24657d96246019872afa9","링 요금제 & 자동 상한 옵션 37,000으로 설정한 후 월 중에 후불 충전을 하면 링 소진은 어떵게 되나요?"
"9eb24657d96246019872afa9","충전링 다 소진하면 어떻게 되요?"
"9eb24657d96246019872afa9","충전한 링 다 썼나요?"
"58e49001ab1c4059b932d75e","링 요금제 사용 시 부모 충전 동의 사항은 변경이 가능한가요?"
"4fde2f55bf514f6da2d9b33b","링 요금제가 무었인가요?"
"4fde2f55bf514f6da2d9b33b","링 요금제가 무었인지 알려주세요."
"4fde2f55bf514f6da2d9b33b","링 요금제를 알고 싶어요"
"4fde2f55bf514f6da2d9b33b","링 요금제에 대해 알려 주세요.멤버십카드발급문의"
"b4149db27a38453db598c0f1","링 요금제 자동 상한 옵션에 대해 설명해 주세요."
"0fdb8ebab8a144b3a63e271b","링 요금제도 자동 상한 옵션 설정 변경이 가능한가요?"
"9469ead1b451445a9d4dbc18","링 요금제를 충전 시 부가세를 별도로 받게 되나요?"
"1d63501ed6054d0591e9f923","링을 충전했는데, 이번 달에 다 사용을 못하면 어떻게 되나요?"
"9cb34b980e9043efa167e7b0","멤버십 제휴 가맹점은 어디있어?"
"9cb34b980e9043efa167e7b0","멤버십 제휴점은?"
"9cb34b980e9043efa167e7b0","멤버십 제휴점이 어디지?"
"9cb34b980e9043efa167e7b0","멤버십 카드 가맹점을 알고 싶어요."
"9cb34b980e9043efa167e7b0","멤버십 혜택은 어디서 받지?"
"9cb34b980e9043efa167e7b0","멤버십 혜택을 받을수 있는 제휴점은?"
"9cb34b980e9043efa167e7b0","멤버십 혜택을 알려줘"
"d4bbc106b3d2473fa3dabcb0","마그네틱이 손상되서 카드가 안돼요"
"d4bbc106b3d2473fa3dabcb0","멤버십 재신청"
"d4bbc106b3d2473fa3dabcb0","멤버십 카드 되나요"
"d4bbc106b3d2473fa3dabcb0","멤버십 카드 만들어주세요"
"d4bbc106b3d2473fa3dabcb0","멤버십 카드 발급해주세요"
"d4bbc106b3d2473fa3dabcb0","멤버십 카드가 없어요"
"d4bbc106b3d2473fa3dabcb0","멤버십 플라스틱 카드 재발급"
"8e644ad3a931494b8c3c66d0","모바일 카드로도 현금영수증 되요?"
"8e644ad3a931494b8c3c66d0","현금영수증 발급할때 멤버십 카드로도 되요?"
"8e644ad3a931494b8c3c66d0","현금영수증을 멤버십카드로 발급받으려면 어떻게 해요?"
"8e644ad3a931494b8c3c66d0","현금영수증을 받을때 멤버십카드로 가능한가요?"
"8e644ad3a931494b8c3c66d0","멤버십 카드도 현금영수증 발급시 사용할 수 있나요?"
"8614e49692a24e1fbb849fd8","무통장 납부"
"8614e49692a24e1fbb849fd8","무통장 요금 납부"
"8614e49692a24e1fbb849fd8","무통장 요금은 어떻게 내죠?"
"8614e49692a24e1fbb849fd8","무통장으로 납부방법 알려줘요"
"8614e49692a24e1fbb849fd8","무통장으로 요금 납부를 하는 방법"
"8614e49692a24e1fbb849fd8","무통장으로 요금 납부방법 알려줘요"
"8614e49692a24e1fbb849fd8","무통장으로 요금 내려면 어떻게 하죠?"
"8614e49692a24e1fbb849fd8","무통장으로 요금내려고요"
"8614e49692a24e1fbb849fd8","무통장입금 요금납부 방법"
"8614e49692a24e1fbb849fd8","요금 납부를 하고 싶은데, 무통장입금은 어떻게 하나요?"
"a31b4908b7744001bdcdf23d","미납금은 납부 방법 안내해주세요."
"a31b4908b7744001bdcdf23d","미납금은 어떻게 납부하나요?"
"a31b4908b7744001bdcdf23d","미납요금을 직접 납부할 수 있는 방법은 어떤 방법이 있습니까?"
"a31b4908b7744001bdcdf23d","요금이 미납된 경우에는 어떻게 납부해야 하나요?"
"d7e9f44c168543eca437ec23","미납 정지 관련 상담"
"d7e9f44c168543eca437ec23","미납 정지 관련문의"
"d7e9f44c168543eca437ec23","미납요금 납부를 했는데 왜 이용이 불가능한가요"
"d7e9f44c168543eca437ec23","미납요금 모두 납부 했는데 왜 정지 안풀려요?"
"d7e9f44c168543eca437ec23","미납요금 부분납부했는데 어제 정지풀려요?"
"d7e9f44c168543eca437ec23","미납요금냈는데 정지가 안풀려요"
"d7e9f44c168543eca437ec23","빠르게 돈 낼테니 정지 되지 않게 해 주세요"
"d7e9f44c168543eca437ec23","요금납부 했습니다. 정지 풀어주세요"
"d7e9f44c168543eca437ec23","요금미납으로 인한 일시정지"
"d7e9f44c168543eca437ec23","정지상태 15일날 미납요금을 납부할수있을것같은데요"
"d7e9f44c168543eca437ec23","핸드폰미납요금 및 정지"
"25fd3d77554a4546b5712810","문자로 폰 위치 받아볼 수 있나요?"
"25fd3d77554a4546b5712810","분실폰 위치 알려주는 서비스"
"25fd3d77554a4546b5712810","분실폰 위치를 문자로 알려주는 서비스가 있다던데…"
"25fd3d77554a4546b5712810","분실폰 위치를 문자로 확인 해 볼 수 있나요?"
"25fd3d77554a4546b5712810","분실폰위치 문자 서비스는 무엇인가요?"
"25fd3d77554a4546b5712810","분실한 폰 위치추적 방법은?"
"25fd3d77554a4546b5712810","폰 분실시 찾을수있는 방법 알려주세요"
"25fd3d77554a4546b5712810","폰 위치 확인할수있는 방법은?"
"25fd3d77554a4546b5712810","폰 위치좀 알려주세요"
"25fd3d77554a4546b5712810","폰 잃어버렸는데 찾을 수 있는 방법은?"
"25fd3d77554a4546b5712810","폰을 분실했는데 위치 조회 가능한가요?"
"25fd3d77554a4546b5712810","폰찾을 수 있는 방법은?"
"25fd3d77554a4546b5712810","휴대폰 위치 확인하는 방법"
"25fd3d77554a4546b5712810","휴대폰 위치좀 확인 하려고 하는데요"
"0d7ab4ad66fb4e14b5b27f95","개인사업자가 아닌데 세금계산서 받는 방법 알려줘요"
"0d7ab4ad66fb4e14b5b27f95","개인사업자가 아닌데 세금계산서 받을라고요"
"0d7ab4ad66fb4e14b5b27f95","개인사업자가 아닐 경우, 세금계산서를 어떻게 받나요?"
"0d7ab4ad66fb4e14b5b27f95","세금계산서 받을려는데 개인사업자가 아니라고 안된다고 하던데 정말 그래요?"
"0d7ab4ad66fb4e14b5b27f95","세금계산서는 개인사업자만 받을수 있어요?"
"9f4078bab4a047eb97a095e4","세금계산서를 발급받고 싶은데 어떻게 해야하나요?"
"9f4078bab4a047eb97a095e4","세금계산서를 신청방법은?"
"9f4078bab4a047eb97a095e4","세금계산서를 어떻게 신청해?"
"9f4078bab4a047eb97a095e4","세금계산서를 팩스로 받고싶습니다."
"9f4078bab4a047eb97a095e4","홈페이지에서 세금계산서를 신청할 수 있나요?"
"85d0f5622ffc4c55a2395a26","남은거 알려주세요"
"85d0f5622ffc4c55a2395a26","데이터 얼마나 남았나요?"
"85d0f5622ffc4c55a2395a26","무료제공 데이터 초과되었나요?"
"85d0f5622ffc4c55a2395a26","사용요금 확인 방법은?"
"85d0f5622ffc4c55a2395a26","실시간 요금 알려줘요"
"85d0f5622ffc4c55a2395a26","실시간 요금 조회"
"85d0f5622ffc4c55a2395a26","실시간으로 요금 확인 해 보고 싶습니다."
"85d0f5622ffc4c55a2395a26","요금 사용한것 알려줴요"
"85d0f5622ffc4c55a2395a26","제가 사용한 요금 알려주세요"
"85d0f5622ffc4c55a2395a26","제가 얼만큼 사용했나요?"
"85d0f5622ffc4c55a2395a26","지금까지 쓴 요금이 얼만가요?"
"85d0f5622ffc4c55a2395a26","초과요금이 있나요?"
"85d0f5622ffc4c55a2395a26","현재 요금 얼만가요?"
"3b40f74f92174137a87c12a7","나 납부하지 않은 금액이 있나요?"
"3b40f74f92174137a87c12a7","나 미납금이 있나요?"
"3b40f74f92174137a87c12a7","나의 연체금"
"3b40f74f92174137a87c12a7","내가 납부 할 연체 요금이 있습니까?"
"3b40f74f92174137a87c12a7","내가 납부하지 않은 금액이 있나요?"
"3b40f74f92174137a87c12a7","내가 내지 않은 금액이 얼마죠?"
"3b40f74f92174137a87c12a7","내가 밀린 돈 얼마죠?"
"3b40f74f92174137a87c12a7","내가 안낸 돈이 있어요?"
"3b40f74f92174137a87c12a7","미납금 있어?"
"3b40f74f92174137a87c12a7","미납금 있어요?"
"3b40f74f92174137a87c12a7","연체된 금액 있어요?"
"3b40f74f92174137a87c12a7","연체요금 있나요?"
"3b40f74f92174137a87c12a7","연체요금을 학인하고 싶어"
"3b40f74f92174137a87c12a7","제가 납부할 연체금액이 있나요?"
"3b40f74f92174137a87c12a7","제가 체납 체크되 있습니까?"
"3b40f74f92174137a87c12a7","지난달 미납금이 얼마죠?ㅗ"
"e58b3f155ed14f9ba5a1510b","대리점에서 요금내고 싶어요"
"e58b3f155ed14f9ba5a1510b","대리점에서 요금을 납부하고 싶은데 방법을 랄려줘요"
"e58b3f155ed14f9ba5a1510b","엉업점목록좀 알려줘요"
"e58b3f155ed14f9ba5a1510b","요금 납부가 가능한 대리점을 알려주세요."
"e58b3f155ed14f9ba5a1510b","요금수납이 되는 영업점 알려주세요"
"00b23b66a27747868bf4f418","오토롱 필링라이트 서비스에 대해 알려주세요"
"00b23b66a27747868bf4f418","오토롱 필링라이트가 있다면서요? 어떤 서비스지요?"
"00b23b66a27747868bf4f418","오토롱 필링라이트는?"
"00b23b66a27747868bf4f418","오토롱필링라이트 문의"
"00b23b66a27747868bf4f418","오토롱필링라이트 서비스란?"
"00b23b66a27747868bf4f418","오토롱필링라이트가 뭐지?"
"00b23b66a27747868bf4f418","오토롱필링라이트가 뭔가요?"
"00b23b66a27747868bf4f418","오토롱필링라이트가 뭔지 알려줘요"
"00b23b66a27747868bf4f418","오토롱필링라이트를 알려주세요"
"00b23b66a27747868bf4f418","오토롱필링라이트에 대해 알려주세요"
"7820a524bb02418f87937bb2","오토롱필링을 외국인이 가입할수 있어요?"
"7820a524bb02418f87937bb2","오토롱필링 가입하려는데 외국인이예요"
"7820a524bb02418f87937bb2","외국인이 오토롱필링 가입가능해요?"
"7820a524bb02418f87937bb2","외국인 고객인데 오토롱필링을 어떻게 가입하나요?"
"844926e2302141e5bdd928f5","결제 날짜 확인 부탁드립니다."
"844926e2302141e5bdd928f5","나의 출금일은 언제인가요?"
"844926e2302141e5bdd928f5","내 요금은 언제 결제되는거죠?"
"844926e2302141e5bdd928f5","신용카드 납부하는 날짜가 언제인가요?"
"844926e2302141e5bdd928f5","요금 결재일을 알려줴요"
"844926e2302141e5bdd928f5","요금 결제 날짜좀 알려줘요"
"844926e2302141e5bdd928f5","요금 결제되는 날짜 확인 부탁드립니다."
"844926e2302141e5bdd928f5","요금 언제까지 내요?"
"844926e2302141e5bdd928f5","요금 출금되는 날이 언제야?"
"844926e2302141e5bdd928f5","요금 출금일은 알려줘"
"844926e2302141e5bdd928f5","요금 출금일은 언제인가요?"
"844926e2302141e5bdd928f5","요금이 카드로 나가는 날짜가 언제죠?"
"844926e2302141e5bdd928f5","은행 출금일이 언제인가요?"
"844926e2302141e5bdd928f5","은행자동이체 출금 일정 확인이 가능한가요? 가능하다면 어디서 확인하나요?"
"844926e2302141e5bdd928f5","이번달 내 출금일 알려줘"
"844926e2302141e5bdd928f5","이번달 내 출금일은 언제인가요?"
"844926e2302141e5bdd928f5","자동이체 은행에서 출금되는 날짜가 언제예요?"
"844926e2302141e5bdd928f5","지로는 언제까지 납부해야 하나요?"
"844926e2302141e5bdd928f5","출금일 알려줘요"
"844926e2302141e5bdd928f5","출금일은?"
"844926e2302141e5bdd928f5","핸드폰요금 결제일은 몇일 있나요?"
"c3528c40232b4b38a33c6c1e","납부한 요금 알려주세요."
"c3528c40232b4b38a33c6c1e","납부한 요금을 알려주세요"
"c3528c40232b4b38a33c6c1e","내가 납부한 요금 내역 어디서 볼수 있지?"
"c3528c40232b4b38a33c6c1e","내가 납부한 요금 어디서 볼수 있지?"
"c3528c40232b4b38a33c6c1e","내가 낸 요금이 얼마지?"
"c3528c40232b4b38a33c6c1e","요금 납부 내역 볼 수 있어?"
"c3528c40232b4b38a33c6c1e","요금 납부 내역 어디서 볼수 있어?"
"c3528c40232b4b38a33c6c1e","요금 납부 내역 확인 부탁합니다."
"c3528c40232b4b38a33c6c1e","요금 납부 내역은 어디서 봐?"
"c3528c40232b4b38a33c6c1e","요금 납부 내역을 알고 싶습니다."
"c3528c40232b4b38a33c6c1e","요금 납부 내역을 알려줘요"
"c3528c40232b4b38a33c6c1e","요금 납부내역 알려주세요"
"c3528c40232b4b38a33c6c1e","요금 납부내역을 알려줘요"
"c3528c40232b4b38a33c6c1e","요금 납부한 내역을 확인하고 싶어"
"c3528c40232b4b38a33c6c1e","요금 납부한거 알고 싶어요"
"c3528c40232b4b38a33c6c1e","요금 납부한거 어디서 볼수 있지?"
"c3528c40232b4b38a33c6c1e","요금납부내역을 알려줘요"
"c3528c40232b4b38a33c6c1e","요금납부한거 어떻게 알수있죠?"
"c3528c40232b4b38a33c6c1e","제가 납부한 요금이 얼마죠?"
"1e3763b14f3f414aa717a260","요금을 납부할 수 있는 방법으로는 어떤 종류가 있나요?"
"1e3763b14f3f414aa717a260","요금을 납부할 수 있는 방법을 알려주세요"
"1e3763b14f3f414aa717a260","요금납부방법을 알려주세요"
"aa9328c810ba4f8ca3f92c53","내가 이용하는 요금제와 부가서비스를 확인할 수 있나요?"
"aa9328c810ba4f8ca3f92c53","부가서비스 알려줘요"
"aa9328c810ba4f8ca3f92c53","부가서비스를 알려주세요"
"aa9328c810ba4f8ca3f92c53","부가서비스 조회"
"aa9328c810ba4f8ca3f92c53","내가 사용하는 부가서비스를 확인하는 방법이 뭔가요"
"345c56db72954756b57c4b91","고객센터앱으로 오늘까지 사용한 금액(실시간 요금)을 확인할 수 있나요?"
"345c56db72954756b57c4b91","고객센터앱으로 지금까지 사용요금 알고싶어요"
"345c56db72954756b57c4b91","실시간 사용요금을 앱으로 알려주세요"
"1077ddf586fd4d8cbeb77198","인터넷 요금은 현금영수증발행이 가능한가요?"
"1077ddf586fd4d8cbeb77198","인터넷 요금을 현금영수증으로 발급받을수 있어요?"
"1077ddf586fd4d8cbeb77198","인터넷에서 현금영수증으로 발급받을수 있어요?"
"1077ddf586fd4d8cbeb77198","현금영수증 인터넷 발행 가능해?"
"1077ddf586fd4d8cbeb77198","현금영수증을 인터넷을 통해 어떻게 받아?"
"1077ddf586fd4d8cbeb77198","현금영수증을 인터넷을 통해 어떻게 발급받아?"
"db5d7765681a41a288aedd26","청구서의 상세 내역이 궁금해요."
"db5d7765681a41a288aedd26","청구서의 상세 내역 알려주세요"
"db5d7765681a41a288aedd26","청구서 상세내역 알려주세요"
"db5d7765681a41a288aedd26","청구서세부내역이 뭐죠?"
"c8a3c4011d8c47659065e3bb","청구서가 안오는데 뭐 어쩌라는거죠?"
"c8a3c4011d8c47659065e3bb","청구서가 안오는데 언제와요?"
"c8a3c4011d8c47659065e3bb","청구서가 안오는데 언제쯤 받을수 있어요?"
"c8a3c4011d8c47659065e3bb","청구서는 언제 도착하나요?"
"c8a3c4011d8c47659065e3bb","청구서는 언제와?"
"705646a09fcf42ff84dcc377","1월요금 얼마야?"
"705646a09fcf42ff84dcc377","2월요금 얼마야?"
"705646a09fcf42ff84dcc377","내야 되는 요금이 얼마예요?"
"705646a09fcf42ff84dcc377","어떤요금들이 청구됐는지 상세하게 알려주세요"
"705646a09fcf42ff84dcc377","요금 청구액 알려줘요"
"705646a09fcf42ff84dcc377","이번 달 청구금액이 얼마예요?"
"705646a09fcf42ff84dcc377","이번달 납부할 금액 상세내역 확인부탁드립니다."
"705646a09fcf42ff84dcc377","이번달에 얼마 나왔어요?"
"705646a09fcf42ff84dcc377","이번달에 청구금액이 왜이렇게 많이 나왔나요?"
"705646a09fcf42ff84dcc377","지난 달 청구되었던 금액 좀 알려주세요"
"705646a09fcf42ff84dcc377","청구 요금 알려줘요"
"705646a09fcf42ff84dcc377","청구요금 상세내역"
"ff7ddbc088904d50bfeb6b43","청소년스페셜 얼마야?"
"ff7ddbc088904d50bfeb6b43","청소년스페셜 요금제가 뭐지?"
"ff7ddbc088904d50bfeb6b43","청소년스페셜 요금제는 얼마야?"
"ff7ddbc088904d50bfeb6b43","청소년스페셜 요금제라는게 있다면서?"
"ff7ddbc088904d50bfeb6b43","청소년스페셜 요금제에 대해서 알려줘"
"ff7ddbc088904d50bfeb6b43","청소년스페셜이 뭐야?"
"ff7ddbc088904d50bfeb6b43","청소년스페셜이 요금제가 어떤것인지 알려주세요"
"cb3c199f93b74716aaaa96a6","나만의 콕 멤버십은 어떤 서비스 인가요?"
"cb3c199f93b74716aaaa96a6","나만의 콕 멤버십이 뭔지 알려주세요"
"cb3c199f93b74716aaaa96a6","콕 멤버십 서비스가 뭔가요?"
"cb3c199f93b74716aaaa96a6","콕 멤버십 서비스란?"
"cb3c199f93b74716aaaa96a6","콕 멤버십 서비스에 대해 알려줘요"
"42e49eed62ff4c19a818500b","나만의 콕 멤버십 카테고리를 변경하고 싶습니다."
"42e49eed62ff4c19a818500b","나만의 콕 멤버십 카테고리를 변경하는 방법이 뭐죠?"
"42e49eed62ff4c19a818500b","나만의 콕 멤버십 카테고리를 변경하는 방법이 있습니까?"
"42e49eed62ff4c19a818500b","콕 멤버십 카테고리를 변경하는 방법은?"
"42e49eed62ff4c19a818500b","콕 멤버십 카테고리를 어떻게 바꿔?"
"42e49eed62ff4c19a818500b","카테고리 선택 후 재변경이 가능한가요?"
"42e49eed62ff4c19a818500b","콕 카테고리 재변경 가능해요?"
"42e49eed62ff4c19a818500b","콕 카테고리를 다시 바꾸고 싶어요"
"42e49eed62ff4c19a818500b","콕 카테고리를 선택한후에 또 바꿀수 있어요?"
"3c368d908a624a85927d6e83","카테고리 선택/변경 후 멤버십카드를 재발급 받아야 하나요?"
"3c368d908a624a85927d6e83","멤버십카드 재발급은 어떻게 해요?"
"3c368d908a624a85927d6e83","멤버십카드 재발급 방법을 알려줘요"
"5048279b1d574a4aa1e63361","다이아몬드 등급이 되면 뭐가 좋아요?"
"5048279b1d574a4aa1e63361","다이아몬드/골드 등급은 어떤 혜택을 받을 수 있나요?"
"5048279b1d574a4aa1e63361","다이아몬드/골드 등급의 혜택을 알려줘요"
"5048279b1d574a4aa1e63361","다이아몬드/골드 등급이 뭐죠?"
"0091360101184a338e0643aa","멤버십 VVIP/VIP 등급 영화 무료예매는 어떻게 하나요?"
"0091360101184a338e0643aa","멤버십App에서 VVIP/VIP 영화 무료예매하는 방법을 알려주세요."
"edf63f2d5d14461b822e4691","쇼핑콕을 선택하면 어떤 혜택을 받을 수 있나요?"
"034a5a2490b84122a760999e","실버/일반 등급은 어떤 혜택을 받을 수 있나요?"
"618759678c604234b47d9846","쇼핑콕 인터파크 도서 혜택"
"618759678c604234b47d9846","쇼핑콕 인터파크에서 책살때 혜택좀 알려주"
"618759678c604234b47d9846","쇼핑콕에서 인터파크 도서 혜택이 뭐죠?"
"618759678c604234b47d9846","인터파크 도서 혜택에 대해 알려주세요.(쇼핑콕 선택 시)"
"94d95b1ee9414a7b8ce9f66a","쇼핑콕에서 패밀리샵 혜택은?"
"94d95b1ee9414a7b8ce9f66a","패밀리샵 혜택에 대해 알려주세요.(쇼핑콕 선택 시)"
"94d95b1ee9414a7b8ce9f66a","패밀리샵 혜택이 뭐죠?"
"c4a07f63f26f41f3a7f5c0ef","나만의 콕 혜택이 바뀌었나요?"
"c4a07f63f26f41f3a7f5c0ef","멤버십 등급이 바뀌면 나만의 콕 혜택도 바뀌나요?"
"c4a07f63f26f41f3a7f5c0ef","멤버십 등급이 바뀌면 나만의 콕 혜택이 바뀌나요?"
"c4a07f63f26f41f3a7f5c0ef","콕 혜택을 바꾸고 싶어요"
"c4a07f63f26f41f3a7f5c0ef","콕 혜택이 바뀐건 어떻게 알죠?"
"bdb87b7998634214ba87fc90","사이버 통화상세내역 조회는 어떻게 신청 합니까?"
"bdb87b7998634214ba87fc90","통화 상세 내역을 알교 싶어요"
"bdb87b7998634214ba87fc90","통화상세내역 열람은 어떻게 해야 하나요?"
"bdb87b7998634214ba87fc90","통화상세내역 조회는 신청후 언제부터 확인이 가능한가요?"
"bdb87b7998634214ba87fc90","통화상세내역을 받아보고 싶습니다."
"fcfe9e4ac16245a5bc4d8416","뚜뚜거리면서 통화중에 전화왔다고 알려주는 서비스는?"
"fcfe9e4ac16245a5bc4d8416","새로운 전화가 왔다고 알려주는 서비스는?"
"fcfe9e4ac16245a5bc4d8416","전화통화중 새로운 전화왔다고 알려주는 서비스"
"fcfe9e4ac16245a5bc4d8416","통화중 새로운 전화가 오면 전화온걸 알 수 있는 방법은 없나요?"
"fcfe9e4ac16245a5bc4d8416","통화중대기서비스가 뭔가요?"
"fcfe9e4ac16245a5bc4d8416","통화중에 걸려오는 전화를 대기하는 서비스는?"
"fcfe9e4ac16245a5bc4d8416","통화중에 뚜뚜 거리는거 뭐예요?"
"fcfe9e4ac16245a5bc4d8416","통화중에 뚜뚜 거리며 전화온거 알려주는 서비스"
"fcfe9e4ac16245a5bc4d8416","통화중이라는 멘트가 안나오게 하려면?"
"fcfe9e4ac16245a5bc4d8416","통화중입니다라는 멘트가 안나오게 하는 방법은?"
"e9c56ca7326d47139713f1af","멤버십 특별등급 알려줘요"
